product_id,product_name,category,stock_quantity,reorder_point,max_stock,unit_cost,unit_price,total_sales_6mo,sales_jan,sales_feb,sales_mar,sales_apr,sales_may,sales_jun,supplier,warehouse,lead_time_days,last_restock_date,last_sale_date,stock_status,turnover_ratio
PRD-1558,Peanut Butter,Food,649,21,63,435.25,561.9,410,98,26,72,104,64,46,Alpine Goods,Warehouse B,10,2024-03-29,2024-04-17,Overstock,0.63
PRD-1559,Formal Suit,Clothing,747,139,695,84.17,122.62,1030,217,90,127,155,146,295,MegaStore Inc,Warehouse C,30,2024-08-17,2024-09-07,Overstock,1.38
PRD-1560,Adjustable Wrench,Tools,978,112,672,190.41,345.01,1030,216,258,221,79,246,10,Nordic Supply,Warehouse A,27,2025-01-25,2025-02-07,Overstock,1.05
PRD-1561,Gym Bag,Sports,555,59,413,364.0,558.55,1249,237,156,232,145,192,287,FastShip Co,Warehouse C,7,2024-11-06,2024-11-22,Overstock,2.25
PRD-1562,Spirit Level,Tools,163,68,204,8.88,16.44,1254,191,251,207,212,202,191,QuickTrade,Warehouse E,5,2024-07-15,2024-07-31,Normal,7.69
PRD-1563,Physics Textbook,Books,948,51,306,466.23,657.88,1229,223,130,178,260,250,188,Nordic Supply,Warehouse D,26,2024-12-22,2024-12-24,Overstock,1.3
PRD-1564,Wardrobe,Furniture,494,28,140,316.39,657.89,772,75,133,233,75,130,126,Prime Supplies,Warehouse A,6,2024-11-04,2024-11-23,Overstock,1.56
PRD-1565,Rain Coat,Clothing,412,200,1400,487.13,635.44,897,96,216,84,218,129,154,Nordic Supply,Warehouse E,12,2024-09-13,2024-10-01,Normal,2.18
PRD-1566,Manga Volume,Books,116,182,1274,388.9,640.79,680,73,137,107,203,157,3,SunCoast Trading,Warehouse A,6,2024-03-27,2024-04-23,Low,5.86
PRD-1567,Formal Suit,Clothing,542,126,1008,145.95,256.91,794,90,191,95,68,101,249,FastShip Co,Warehouse D,21,2024-04-03,2024-04-20,Normal,1.46
PRD-1568,King Bed,Furniture,210,35,280,93.41,204.28,746,132,209,225,55,85,40,Nordic Supply,Warehouse A,11,2024-05-30,2024-06-02,Normal,3.55
PRD-1569,Cargo Pants,Clothing,35,169,676,240.25,498.43,523,51,4,31,136,3,298,FastShip Co,Warehouse B,19,2025-02-08,2025-02-10,Critical,14.94
PRD-1570,Wireless Mouse,Electronics,622,153,765,466.22,846.28,1088,172,219,172,189,175,161,EastWest Exports,Warehouse D,15,2025-02-22,2025-03-02,Normal,1.75
PRD-1571,Webcam HD,Electronics,899,104,312,4.03,9.4,765,205,71,13,62,271,143,MegaStore Inc,Warehouse C,17,2024-12-24,2025-01-18,Overstock,0.85
PRD-1572,Sandpaper Set,Tools,428,189,756,4.06,8.24,772,164,8,184,23,166,227,SunCoast Trading,Warehouse D,26,2024-04-29,2024-05-19,Normal,1.8
PRD-1573,Sports Bra,Clothing,443,141,1128,428.9,1019.39,1077,197,150,99,73,266,292,Alpine Goods,Warehouse A,7,2025-02-05,2025-03-05,Normal,2.43
PRD-1574,Adjustable Wrench,Tools,313,192,1344,493.63,891.91,1056,228,59,246,276,123,124,FastShip Co,Warehouse A,16,2024-04-18,2024-04-24,Normal,3.37
PRD-1575,Mechanical Keyboard,Electronics,956,103,618,383.73,570.41,1030,131,243,63,69,273,251,EastWest Exports,Warehouse B,21,2024-02-16,2024-03-13,Overstock,1.08
PRD-1576,Cargo Pants,Clothing,391,117,936,321.94,621.5,795,223,119,114,132,59,148,FastShip Co,Warehouse C,26,2024-02-14,2024-02-18,Normal,2.03
PRD-1577,Floor Lamp,Furniture,591,114,456,427.02,1042.05,856,295,0,159,31,274,97,Nordic Supply,Warehouse C,27,2025-03-09,2025-03-22,Overstock,1.45
PRD-1578,Diamond Kite,Toys,537,189,1323,296.41,396.76,900,4,275,235,161,74,151,SunCoast Trading,Warehouse D,7,2025-03-04,2025-03-12,Normal,1.68
PRD-1579,Yoga Mat,Sports,769,190,1520,19.59,31.66,1107,257,63,140,293,244,110,Nordic Supply,Warehouse A,28,2024-09-10,2024-09-20,Normal,1.44
PRD-1580,Diamond Kite,Toys,852,73,584,467.37,697.59,800,26,91,249,200,153,81,Nordic Supply,Warehouse C,16,2024-01-12,2024-01-30,Overstock,0.94
PRD-1581,Jigsaw,Tools,780,120,720,38.23,81.99,840,144,99,280,201,49,67,Pacific Imports,Warehouse A,30,2024-06-14,2024-07-09,Overstock,1.08
PRD-1582,Punching Bag,Sports,675,61,427,70.94,149.31,545,149,74,107,111,100,4,Pacific Imports,Warehouse A,24,2024-07-04,2024-07-28,Overstock,0.81
PRD-1583,Protein Bar,Food,978,129,1032,421.22,1012.52,650,49,182,242,91,26,60,EastWest Exports,Warehouse E,16,2024-09-20,2024-10-11,Normal,0.66
PRD-1584,Protein Bar,Food,255,28,84,122.32,224.48,897,88,192,45,237,195,140,SunCoast Trading,Warehouse C,3,2024-11-19,2024-12-10,Overstock,3.52
PRD-1585,Running Sneakers,Clothing,89,51,306,321.59,765.71,1257,115,11,300,293,293,245,FastShip Co,Warehouse E,8,2024-05-20,2024-06-12,Normal,14.12
PRD-1586,Business Manual,Books,665,199,1194,150.93,205.69,784,166,32,275,94,207,10,Alpine Goods,Warehouse E,18,2024-07-20,2024-08-07,Normal,1.18
PRD-1587,Scarf,Clothing,862,169,1183,357.58,796.36,415,63,106,60,92,92,2,EastWest Exports,Warehouse A,4,2024-10-11,2024-10-26,Normal,0.48
PRD-1588,Instant Noodles,Food,216,187,748,46.19,70.85,720,17,43,63,259,152,186,Nordic Supply,Warehouse A,10,2024-10-05,2024-10-11,Normal,3.33
PRD-1589,Tennis Racket,Sports,973,152,760,330.42,587.62,1428,295,251,160,267,180,275,FastShip Co,Warehouse A,10,2024-09-18,2024-09-25,Overstock,1.47
PRD-1590,4K Monitor,Electronics,150,96,384,478.81,949.38,754,110,183,142,65,216,38,QuickTrade,Warehouse D,23,2024-10-08,2024-10-17,Normal,5.03
PRD-1591,Protein Bar,Food,472,41,205,339.06,821.29,722,73,274,104,36,137,98,Pacific Imports,Warehouse E,22,2024-12-31,2025-01-12,Overstock,1.53
PRD-1592,Granola,Food,846,59,295,496.23,875.21,651,13,126,39,138,63,272,Alpine Goods,Warehouse D,5,2024-02-26,2024-03-19,Overstock,0.77
PRD-1593,Lego City Set,Toys,376,105,525,75.3,168.49,694,140,5,50,193,113,193,FastShip Co,Warehouse B,19,2024-02-23,2024-03-20,Normal,1.85
PRD-1594,Water Bottle,Sports,846,145,435,265.65,560.68,725,144,282,138,50,24,87,Nordic Supply,Warehouse B,14,2024-06-11,2024-07-06,Overstock,0.86
PRD-1595,Business Manual,Books,611,52,260,7.22,13.48,835,79,64,73,193,290,136,EastWest Exports,Warehouse B,24,2024-01-28,2024-02-27,Overstock,1.37
PRD-1596,Sci-Fi Novel,Books,192,132,660,399.73,740.66,943,141,219,266,117,156,44,EastWest Exports,Warehouse A,23,2024-06-05,2024-06-19,Normal,4.91
PRD-1597,Winter Jacket,Clothing,752,81,243,84.64,107.89,1163,146,283,252,5,217,260,SunCoast Trading,Warehouse D,19,2025-01-09,2025-01-14,Overstock,1.55
PRD-1598,Rain Coat,Clothing,19,177,708,455.66,988.64,1082,217,273,176,125,270,21,Prime Supplies,Warehouse E,10,2024-11-06,2024-11-21,Critical,56.95
PRD-1599,Orange Juice,Food,380,54,378,178.26,225.71,955,253,194,87,191,57,173,Alpine Goods,Warehouse A,12,2024-12-13,2024-12-21,Overstock,2.51
PRD-1600,Pull-up Bar,Sports,305,87,348,3.61,7.29,986,201,111,156,263,18,237,SunCoast Trading,Warehouse A,14,2024-11-12,2024-12-10,Normal,3.23
PRD-1601,Smart Bulb,Electronics,476,104,520,178.56,215.47,756,95,205,181,4,51,220,FastShip Co,Warehouse E,19,2024-09-08,2024-09-15,Normal,1.59
PRD-1602,Granola,Food,131,144,432,79.92,164.13,1087,115,240,202,191,153,186,Prime Supplies,Warehouse E,28,2024-08-07,2024-09-05,Low,8.3
PRD-1603,Cycling Helmet,Sports,454,188,1128,83.01,137.78,661,222,2,183,101,56,97,Prime Supplies,Warehouse D,16,2024-05-25,2024-05-27,Normal,1.46
PRD-1604,Jigsaw Puzzle,Toys,169,190,760,474.31,1160.93,1195,136,60,215,250,281,253,Prime Supplies,Warehouse C,27,2025-02-13,2025-03-07,Low,7.07
PRD-1605,Children Story,Books,748,119,476,57.09,76.51,591,10,64,79,176,256,6,MegaStore Inc,Warehouse A,24,2025-01-27,2025-02-18,Overstock,0.79
PRD-1606,Building Blocks,Toys,616,22,132,241.39,378.23,821,42,219,126,78,261,95,FastShip Co,Warehouse C,25,2024-05-07,2024-05-16,Overstock,1.33
PRD-1607,Folding Chair,Furniture,208,141,1128,391.89,522.78,699,257,92,96,76,117,61,TechGlobal Ltd,Warehouse C,9,2024-03-08,2024-03-21,Normal,3.36
PRD-1608,Granola,Food,23,177,708,47.74,60.45,1035,208,268,156,118,113,172,TechGlobal Ltd,Warehouse E,16,2024-08-06,2024-08-22,Critical,45.0
PRD-1609,Smartwatch,Electronics,117,88,440,142.07,235.32,640,214,126,163,24,93,20,EastWest Exports,Warehouse B,12,2024-01-01,2024-01-03,Normal,5.47
PRD-1610,Utility Knife,Tools,935,175,525,216.87,331.36,869,251,186,171,155,57,49,Alpine Goods,Warehouse B,13,2024-12-08,2024-12-09,Overstock,0.93
PRD-1611,Slime Kit,Toys,765,170,1190,303.34,457.96,841,141,107,299,196,44,54,Pacific Imports,Warehouse A,4,2024-03-07,2024-03-28,Normal,1.1
PRD-1612,Standing Desk,Furniture,726,134,402,39.75,75.94,1025,175,154,242,103,273,78,MegaStore Inc,Warehouse D,20,2024-01-23,2024-01-28,Overstock,1.41
PRD-1613,Fitness Tracker,Sports,360,113,678,315.85,427.24,1243,223,34,247,214,268,257,Prime Supplies,Warehouse E,11,2025-02-08,2025-02-09,Normal,3.45
PRD-1614,Olive Oil,Food,51,164,492,397.7,835.94,1112,203,253,272,262,38,84,Alpine Goods,Warehouse D,20,2024-08-12,2024-09-06,Critical,21.8
PRD-1615,Art Book,Books,626,89,356,94.07,132.45,1135,111,4,262,233,257,268,MegaStore Inc,Warehouse C,25,2024-05-12,2024-05-22,Overstock,1.81
PRD-1616,Fitness Tracker,Sports,126,63,252,25.19,38.03,469,20,75,142,68,138,26,MegaStore Inc,Warehouse E,6,2024-11-24,2024-12-02,Normal,3.72
PRD-1617,Webcam HD,Electronics,652,174,870,163.97,398.51,1009,281,135,68,209,150,166,TechGlobal Ltd,Warehouse C,10,2024-01-30,2024-02-20,Normal,1.55
PRD-1618,Mountain Bike,Sports,267,24,168,329.51,767.22,1065,298,54,195,131,282,105,MegaStore Inc,Warehouse C,11,2025-02-22,2025-03-09,Overstock,3.99
PRD-1619,Recliner,Furniture,649,121,484,224.41,482.2,1030,222,188,75,245,47,253,Prime Supplies,Warehouse B,9,2024-04-02,2024-04-17,Overstock,1.59
PRD-1620,Screwdriver Set,Tools,668,92,276,156.8,368.61,659,201,96,35,73,36,218,Nordic Supply,Warehouse A,26,2024-05-05,2024-05-20,Overstock,0.99
PRD-1621,Potato Chips,Food,622,45,270,193.53,259.92,401,6,22,67,127,42,137,Pacific Imports,Warehouse A,28,2024-03-14,2024-04-04,Overstock,0.64
PRD-1622,"Tablet 10""",Electronics,560,106,848,44.77,61.83,1169,288,227,83,157,169,245,TechGlobal Ltd,Warehouse E,25,2024-03-20,2024-03-28,Normal,2.09
PRD-1623,Fitness Tracker,Sports,131,25,75,53.65,85.08,671,261,212,72,0,114,12,Nordic Supply,Warehouse B,14,2024-04-26,2024-05-10,Overstock,5.12
PRD-1624,Dumbbells Set,Sports,948,195,1170,344.16,732.82,616,57,251,86,56,114,52,FastShip Co,Warehouse E,13,2024-05-24,2024-06-05,Normal,0.65
PRD-1625,Sports Bra,Clothing,950,41,123,303.24,434.08,981,271,171,92,217,76,154,QuickTrade,Warehouse C,6,2024-11-15,2024-12-12,Overstock,1.03
PRD-1626,Pull-up Bar,Sports,682,114,570,405.82,862.25,429,39,1,76,75,163,75,SunCoast Trading,Warehouse A,6,2024-07-18,2024-08-02,Overstock,0.63
PRD-1627,Self Help Book,Books,153,43,215,497.39,714.47,1256,197,180,163,253,217,246,Pacific Imports,Warehouse C,7,2024-12-21,2025-01-04,Normal,8.21
PRD-1628,Bean Bag,Furniture,433,160,960,270.52,497.86,1141,274,117,196,42,297,215,MegaStore Inc,Warehouse A,10,2024-09-26,2024-10-15,Normal,2.64
PRD-1629,Fashion Doll,Toys,213,24,120,280.29,685.28,669,56,30,178,184,71,150,Alpine Goods,Warehouse D,10,2024-08-23,2024-08-28,Overstock,3.14
PRD-1630,Wardrobe,Furniture,62,55,165,481.11,1017.62,694,193,13,217,190,27,54,FastShip Co,Warehouse D,29,2024-12-05,2024-12-24,Normal,11.19
PRD-1631,Potato Chips,Food,155,113,452,41.8,54.35,984,291,213,76,93,240,71,QuickTrade,Warehouse D,16,2025-01-18,2025-02-04,Normal,6.35
PRD-1632,Science Kit,Toys,805,185,1480,9.07,12.2,478,30,16,88,257,82,5,Nordic Supply,Warehouse D,20,2024-07-21,2024-08-17,Normal,0.59
PRD-1633,Water Bottle,Sports,518,98,784,115.59,278.67,818,139,47,267,193,64,108,TechGlobal Ltd,Warehouse B,15,2024-07-24,2024-08-13,Normal,1.58
PRD-1634,Coconut Water,Food,624,39,312,235.54,378.55,919,207,194,84,27,190,217,FastShip Co,Warehouse A,5,2024-04-09,2024-04-18,Overstock,1.47
PRD-1635,Mini Guitar,Toys,802,105,315,121.66,171.73,454,54,33,108,5,158,96,TechGlobal Ltd,Warehouse B,11,2024-10-09,2024-10-16,Overstock,0.57
PRD-1636,Beanie,Clothing,583,31,217,493.27,902.17,576,24,161,47,158,4,182,Nordic Supply,Warehouse E,9,2025-01-19,2025-01-29,Overstock,0.99
PRD-1637,Art Set,Toys,748,111,444,352.06,467.04,861,208,257,51,257,76,12,Nordic Supply,Warehouse D,21,2024-10-27,2024-11-22,Overstock,1.15
PRD-1638,Smartwatch,Electronics,170,58,464,232.89,547.47,685,47,118,110,72,82,256,Pacific Imports,Warehouse E,27,2024-09-21,2024-10-15,Normal,4.03
PRD-1639,Science Kit,Toys,809,53,265,147.19,295.93,704,220,20,198,122,106,38,SunCoast Trading,Warehouse A,28,2024-03-19,2024-04-07,Overstock,0.87
PRD-1640,DSLR Camera,Electronics,789,99,693,434.09,970.88,825,44,255,48,232,160,86,FastShip Co,Warehouse C,21,2024-05-31,2024-06-06,Overstock,1.05
PRD-1641,Slime Kit,Toys,96,38,152,356.04,640.5,1024,242,131,226,71,63,291,EastWest Exports,Warehouse C,15,2024-09-06,2024-09-08,Normal,10.67
PRD-1642,Programming Guide,Books,944,194,776,221.81,413.95,1093,160,191,42,211,259,230,TechGlobal Ltd,Warehouse E,23,2024-05-14,2024-06-12,Overstock,1.16
PRD-1643,Bluetooth Speaker,Electronics,721,163,489,79.39,106.14,919,192,81,291,204,37,114,SunCoast Trading,Warehouse A,14,2024-07-17,2024-08-14,Overstock,1.27
PRD-1644,Work Gloves,Tools,662,156,936,56.79,81.46,954,55,203,221,102,205,168,EastWest Exports,Warehouse E,18,2024-02-03,2024-02-14,Normal,1.44
PRD-1645,Bar Stool,Furniture,122,91,546,21.55,30.22,892,240,74,109,163,290,16,Nordic Supply,Warehouse A,28,2024-11-03,2024-11-28,Normal,7.31
PRD-1646,Building Blocks,Toys,489,74,222,107.72,132.48,687,216,138,129,90,42,72,Nordic Supply,Warehouse A,12,2024-02-05,2024-02-14,Overstock,1.4
PRD-1647,Safety Goggles,Tools,542,74,592,446.8,643.08,704,27,47,219,175,152,84,Nordic Supply,Warehouse D,18,2024-04-11,2024-04-23,Normal,1.3
PRD-1648,Granola,Food,368,197,1379,196.09,237.84,837,101,39,296,74,165,162,SunCoast Trading,Warehouse B,18,2024-01-08,2024-01-13,Normal,2.27
PRD-1649,Robot Kit,Toys,816,192,1152,133.24,285.0,887,230,64,230,296,49,18,MegaStore Inc,Warehouse D,25,2024-04-21,2024-05-15,Normal,1.09
PRD-1650,Honey Jar,Food,391,75,375,106.86,154.79,839,295,7,189,186,8,154,FastShip Co,Warehouse D,23,2024-06-06,2024-06-23,Overstock,2.15
PRD-1651,Safety Goggles,Tools,425,110,550,414.51,726.89,963,171,58,90,234,219,191,Pacific Imports,Warehouse B,20,2024-03-31,2024-04-18,Normal,2.27
PRD-1652,Art Book,Books,296,188,1504,340.93,690.16,410,50,44,53,45,8,210,Pacific Imports,Warehouse E,6,2024-02-23,2024-03-10,Normal,1.39
PRD-1653,Sandpaper Set,Tools,600,28,224,146.72,256.3,981,114,232,282,195,58,100,FastShip Co,Warehouse C,28,2025-03-14,2025-03-30,Overstock,1.64
PRD-1654,Safety Goggles,Tools,934,185,1480,392.85,673.56,981,191,114,259,145,137,135,Nordic Supply,Warehouse B,3,2024-06-06,2024-07-03,Normal,1.05
PRD-1655,Physics Textbook,Books,20,26,104,395.77,907.5,1197,265,162,171,87,292,220,Nordic Supply,Warehouse B,22,2024-05-03,2024-05-21,Low,59.85
PRD-1656,Physics Textbook,Books,825,167,1002,66.61,135.03,1024,88,206,162,264,81,223,Prime Supplies,Warehouse E,6,2024-04-28,2024-05-02,Normal,1.24
PRD-1657,Self Help Book,Books,862,161,644,474.47,695.05,380,47,13,223,5,78,14,Alpine Goods,Warehouse A,21,2024-11-12,2024-12-05,Overstock,0.44
PRD-1658,Mystery Novel,Books,765,53,318,318.14,703.37,855,95,122,113,152,99,274,Nordic Supply,Warehouse C,24,2025-03-06,2025-03-14,Overstock,1.12
PRD-1659,Smartphone X,Electronics,89,56,448,14.01,34.75,531,52,56,235,62,54,72,Prime Supplies,Warehouse A,5,2024-05-24,2024-06-02,Normal,5.97
PRD-1660,Jigsaw,Tools,939,73,438,52.58,117.47,857,211,37,249,39,107,214,EastWest Exports,Warehouse D,28,2024-07-11,2024-08-09,Overstock,0.91
PRD-1661,Basmati Rice,Food,310,22,88,330.68,668.16,954,16,60,175,177,247,279,Alpine Goods,Warehouse C,6,2024-01-03,2024-01-09,Overstock,3.08
PRD-1662,Dresser,Furniture,35,157,471,260.2,569.64,647,110,186,58,111,15,167,FastShip Co,Warehouse B,11,2024-03-11,2024-03-19,Critical,18.49
PRD-1663,Pull-up Bar,Sports,209,43,215,354.76,726.37,1279,239,253,223,262,204,98,MegaStore Inc,Warehouse C,15,2024-05-08,2024-05-14,Normal,6.12
PRD-1664,Beanie,Clothing,817,170,850,84.91,124.61,1216,249,221,228,216,139,163,Pacific Imports,Warehouse D,16,2024-11-14,2024-11-18,Normal,1.49
PRD-1665,Recliner,Furniture,366,115,920,410.11,731.73,1066,17,261,129,300,209,150,Alpine Goods,Warehouse C,15,2024-11-05,2024-12-02,Normal,2.91
PRD-1666,"Tablet 10""",Electronics,189,102,612,395.96,659.3,761,37,110,190,190,74,160,EastWest Exports,Warehouse A,25,2024-03-03,2024-03-04,Normal,4.03
PRD-1667,Plush Teddy,Toys,481,165,825,449.62,867.83,882,197,145,108,269,111,52,Pacific Imports,Warehouse A,21,2024-10-14,2024-10-23,Normal,1.83
PRD-1668,Poetry Collection,Books,330,101,404,100.57,225.63,757,255,23,140,215,61,63,Pacific Imports,Warehouse C,21,2024-08-19,2024-08-25,Normal,2.29
PRD-1669,Travel Guide,Books,595,25,125,11.37,25.22,950,294,2,236,145,67,206,Alpine Goods,Warehouse E,4,2024-01-19,2024-02-17,Overstock,1.6
PRD-1670,Fashion Doll,Toys,76,140,420,415.34,722.53,877,154,140,162,177,204,40,EastWest Exports,Warehouse D,22,2024-10-11,2024-11-05,Low,11.54
PRD-1671,Wireless Mouse,Electronics,310,198,1188,247.93,504.15,457,62,191,52,14,114,24,Prime Supplies,Warehouse A,13,2025-02-26,2025-02-27,Normal,1.47
PRD-1672,Travel Guide,Books,179,42,168,362.74,818.33,513,275,2,26,132,22,56,FastShip Co,Warehouse C,13,2024-01-25,2024-02-04,Overstock,2.87
PRD-1673,Self Help Book,Books,720,63,252,292.76,396.95,1038,163,75,299,211,228,62,MegaStore Inc,Warehouse E,18,2024-09-24,2024-10-11,Overstock,1.44
PRD-1674,Utility Knife,Tools,334,143,572,48.17,105.78,775,42,180,285,124,105,39,TechGlobal Ltd,Warehouse B,3,2024-02-08,2024-02-24,Normal,2.32
PRD-1675,Wall Mirror,Furniture,843,118,472,245.1,402.6,1162,270,263,160,159,232,78,FastShip Co,Warehouse B,10,2025-03-10,2025-03-27,Overstock,1.38
PRD-1676,Art Set,Toys,468,178,1246,103.5,178.05,929,35,142,216,84,157,295,Prime Supplies,Warehouse D,6,2024-11-27,2024-12-01,Normal,1.99
PRD-1677,Leather Boots,Clothing,21,137,548,135.21,245.96,1158,271,231,180,135,60,281,Nordic Supply,Warehouse B,7,2024-02-13,2024-02-25,Critical,55.14
PRD-1678,Children Story,Books,446,150,750,28.95,45.0,735,50,25,195,216,99,150,Prime Supplies,Warehouse E,11,2024-04-06,2024-04-19,Normal,1.65
PRD-1679,Sandpaper Set,Tools,448,47,376,27.31,41.61,565,56,112,58,27,18,294,FastShip Co,Warehouse E,6,2024-05-16,2024-05-24,Overstock,1.26
PRD-1680,Dumbbells Set,Sports,908,178,1424,358.61,613.04,745,51,112,137,253,105,87,EastWest Exports,Warehouse C,25,2025-02-06,2025-02-13,Normal,0.82
PRD-1681,Football,Sports,101,67,469,454.11,912.2,646,156,122,87,161,35,85,SunCoast Trading,Warehouse B,3,2024-04-05,2024-04-16,Normal,6.4
PRD-1682,Safety Goggles,Tools,347,25,100,487.24,1142.89,811,87,4,180,242,298,0,MegaStore Inc,Warehouse D,6,2024-09-07,2024-10-05,Overstock,2.34
PRD-1683,"SmartTV 55""",Electronics,585,194,970,418.08,787.18,585,85,75,48,51,155,171,EastWest Exports,Warehouse E,11,2024-08-19,2024-09-04,Normal,1.0
PRD-1684,Utility Knife,Tools,378,137,411,414.3,659.35,1142,170,265,247,57,138,265,TechGlobal Ltd,Warehouse B,16,2025-01-07,2025-01-28,Normal,3.02
PRD-1685,Bookshelf,Furniture,370,147,441,124.07,268.4,846,220,184,105,45,99,193,QuickTrade,Warehouse E,17,2024-11-23,2024-11-27,Normal,2.29
PRD-1686,Dark Chocolate,Food,937,193,965,444.27,758.96,926,213,141,158,97,21,296,EastWest Exports,Warehouse E,6,2024-09-23,2024-10-16,Normal,0.99
PRD-1687,Sci-Fi Novel,Books,585,108,540,57.32,69.41,1089,75,238,76,267,148,285,QuickTrade,Warehouse D,12,2024-12-06,2024-12-12,Overstock,1.86
PRD-1688,Polo Shirt,Clothing,20,136,408,110.62,251.45,718,63,27,250,156,2,220,TechGlobal Ltd,Warehouse A,11,2024-06-29,2024-07-21,Critical,35.9
PRD-1689,Almond Milk,Food,904,92,644,333.49,733.53,655,79,44,138,73,100,221,FastShip Co,Warehouse C,10,2024-10-26,2024-11-25,Overstock,0.72
PRD-1690,LED Strip,Electronics,960,110,440,406.32,824.08,916,216,204,50,133,154,159,Nordic Supply,Warehouse C,28,2024-03-29,2024-04-17,Overstock,0.95
PRD-1691,Whole Bread,Food,261,54,324,278.25,442.8,1093,43,152,290,236,279,93,Nordic Supply,Warehouse A,7,2024-07-11,2024-08-06,Normal,4.19
PRD-1692,Angle Grinder,Tools,520,195,1560,180.38,299.51,1199,238,215,210,236,14,286,Nordic Supply,Warehouse A,27,2024-01-14,2024-02-08,Normal,2.31
PRD-1693,Honey Jar,Food,933,97,388,291.2,490.68,1009,278,289,150,27,201,64,TechGlobal Ltd,Warehouse D,28,2024-07-25,2024-08-16,Overstock,1.08
PRD-1694,Cordless Drill,Tools,91,34,170,415.36,849.35,1071,170,49,148,289,246,169,FastShip Co,Warehouse E,24,2025-03-18,2025-03-20,Normal,11.77
PRD-1695,4K Monitor,Electronics,533,56,392,370.85,683.81,757,114,79,154,159,3,248,MegaStore Inc,Warehouse A,5,2024-11-15,2024-12-08,Overstock,1.42
PRD-1696,DSLR Camera,Electronics,623,50,350,50.69,74.29,967,242,12,258,227,200,28,Nordic Supply,Warehouse D,8,2024-03-03,2024-03-13,Overstock,1.55
PRD-1697,Side Table,Furniture,271,176,1408,220.96,454.21,535,63,221,74,11,94,72,MegaStore Inc,Warehouse B,19,2025-02-23,2025-03-19,Normal,1.97
PRD-1698,Bar Stool,Furniture,496,94,470,334.59,818.68,1031,252,188,140,200,197,54,Nordic Supply,Warehouse B,3,2024-08-25,2024-09-08,Overstock,2.08
PRD-1699,Punching Bag,Sports,128,164,984,7.98,12.72,973,227,21,181,71,239,234,Prime Supplies,Warehouse C,19,2024-05-21,2024-05-22,Low,7.6
PRD-1700,Shoe Rack,Furniture,929,200,1400,196.83,252.26,1024,77,180,288,173,235,71,QuickTrade,Warehouse D,5,2024-05-22,2024-06-17,Normal,1.1
PRD-1701,Paint Roller,Tools,990,140,980,330.33,643.76,1188,259,269,132,66,165,297,Pacific Imports,Warehouse D,5,2024-06-27,2024-07-16,Overstock,1.2
PRD-1702,"SmartTV 55""",Electronics,877,60,240,50.53,67.61,789,243,165,118,121,53,89,Nordic Supply,Warehouse D,5,2025-01-07,2025-02-05,Overstock,0.9
PRD-1703,Smart Bulb,Electronics,261,49,147,423.78,548.69,744,191,15,89,164,55,230,Pacific Imports,Warehouse E,9,2024-07-12,2024-07-17,Overstock,2.85
PRD-1704,Coffee Table,Furniture,507,132,1056,144.83,211.68,1014,82,222,270,98,44,298,FastShip Co,Warehouse B,4,2024-01-13,2024-02-03,Normal,2.0
PRD-1705,Potato Chips,Food,373,124,868,274.42,354.98,1113,94,270,254,97,106,292,Alpine Goods,Warehouse C,14,2025-02-27,2025-03-15,Normal,2.98
PRD-1706,Orange Juice,Food,454,129,1032,189.62,245.01,632,40,65,264,152,51,60,TechGlobal Ltd,Warehouse E,20,2024-09-12,2024-09-20,Normal,1.39
PRD-1707,Fashion Doll,Toys,234,94,470,196.73,327.61,955,80,147,38,273,294,123,Pacific Imports,Warehouse E,12,2025-03-12,2025-03-29,Normal,4.08
PRD-1708,Programming Guide,Books,63,159,1272,446.17,873.42,686,134,15,16,173,215,133,TechGlobal Ltd,Warehouse B,9,2024-04-12,2024-04-23,Critical,10.89
PRD-1709,Jigsaw Puzzle,Toys,246,146,438,403.31,779.6,767,18,177,36,213,41,282,QuickTrade,Warehouse A,6,2024-09-02,2024-09-07,Normal,3.12
PRD-1710,LED Strip,Electronics,524,77,616,176.75,321.84,540,116,10,28,13,100,273,Nordic Supply,Warehouse A,20,2024-11-07,2024-12-05,Normal,1.03
PRD-1711,Cordless Drill,Tools,401,116,928,64.8,136.84,882,281,70,59,224,60,188,EastWest Exports,Warehouse D,4,2024-06-29,2024-07-06,Normal,2.2
PRD-1712,Wardrobe,Furniture,99,170,510,115.49,250.81,750,274,290,23,7,127,29,Prime Supplies,Warehouse D,8,2024-02-09,2024-02-11,Low,7.58
PRD-1713,Tennis Racket,Sports,326,109,763,328.46,498.44,764,149,66,203,245,62,39,Alpine Goods,Warehouse B,18,2024-02-09,2024-02-18,Normal,2.34
PRD-1714,RC Racing Car,Toys,459,97,485,390.65,617.42,1227,125,269,136,163,277,257,EastWest Exports,Warehouse D,25,2024-02-23,2024-02-25,Normal,2.67
PRD-1715,Utility Knife,Tools,85,72,288,421.1,790.53,870,156,283,107,62,190,72,SunCoast Trading,Warehouse D,6,2024-01-19,2024-01-27,Normal,10.24
PRD-1716,LED Strip,Electronics,861,28,140,140.79,239.26,673,43,30,142,196,253,9,Nordic Supply,Warehouse D,4,2025-03-17,2025-03-30,Overstock,0.78
PRD-1717,Standing Desk,Furniture,393,67,536,216.96,275.09,812,156,16,277,178,13,172,QuickTrade,Warehouse E,9,2025-02-28,2025-03-30,Normal,2.07
